Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
2/12/2025,23:32:24,CNR5046147152,Success,CUST479144,Prime Plus,Majestic,Hulimavu,8.1,4.03,0,,0,,0,,226,3.85,4,4.1
2/19/2025,21:06:18,CNR5660386125,Cancelled by Driver,CUST370586,Auto,Hebbal,Majestic,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/15/2025,23:32:21,CNR1900065193,Success,CUST452911,Prime SUV,Bommanahalli,Bellandur,6.66,13.16,0,,0,,0,,569,20.08,4.1,4.3
2/4/2025,3:09:03,CNR5574766070,Success,CUST271895,eBike,Frazer Town,Sahakar Nagar,9.81,13.44,0,,0,,0,,941,29.39,3.9,4.1
2/2/2025,1:24:09,CNR8751353872,Success,CUST949581,Prime Plus,Hosakerehalli,BTM Layout,3.27,14.03,0,,0,,0,,295,25.12,3.8,3.5
2/27/2025,11:17:26,CNR3089834336,Cancelled by Driver,CUST202074,Auto,Richmond Town,Majestic,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/19/2025,12:32:45,CNR1504562606,Cancelled by Driver,CUST353212,Mini,Indiranagar,Basaveshwaranagar,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/7/2025,16:31:29,CNR3837620414,Cancelled by Driver,CUST449229,Prime Sedan,Lavelle Road,JP Nagar,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/9/2025,20:13:58,CNR1492064357,Success,CUST362968,Prime Plus,Kammanahalli,Ulsoor,4,10.74,0,,0,,0,,131,27.52,4.8,3.6
2/2/2025,14:23:18,CNR9771122308,Success,CUST464776,Bike,Shivajinagar,Sarjapur,6.05,8.03,0,,0,,0,,531,19.45,3.9,4.6
2/7/2025,9:30:42,CNR3867274605,Cancelled by Customer,CUST715494,Bike,Bannerghatta Road,Hennur,0,0,1,Driver is not moving towards pickup location,0,,0,,0,0,0,0
2/8/2025,4:08:02,CNR1462451715,Cancelled by Driver,CUST505435,Mini,Malleshwaram,Kammanahalli,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/24/2025,15:57:32,CNR4838285521,Success,CUST829918,Auto,Hoodi,HSR Layout,2.69,4.68,0,,0,,0,,142,10.34,4.8,4.7
2/18/2025,1:32:21,CNR6314994608,Success,CUST785955,Prime SUV,JP Nagar,Sarjapur,6.78,8.27,0,,0,,0,,465,21.72,3.9,3.7
2/26/2025,1:34:49,CNR3255966952,Success,CUST254885,Prime Plus,Jakkur,Kengeri,8.9,12.26,0,,0,,0,,252,11.68,4.6,4.3
2/24/2025,4:55:34,CNR1219387610,Success,CUST801603,Prime Sedan,Richmond Town,Sahakar Nagar,8.06,7.38,0,,0,,0,,634,12.88,4.9,4.7
2/12/2025,11:08:58,CNR6972411574,Success,CUST512959,Auto,Yelahanka,Frazer Town,5.07,9.56,0,,0,,0,,818,16.19,4.4,4.6
2/14/2025,3:39:00,CNR7517698405,Success,CUST588201,Bike,Hoodi,HBR Layout,3.56,3.85,0,,0,,0,,220,27.68,3.6,3.9
2/9/2025,7:42:44,CNR4618999049,Success,CUST694086,eBike,Malleshwaram,Lavelle Road,2.01,6.74,0,,0,,0,,835,20.38,4.9,3.7
2/26/2025,9:43:40,CNR4691405994,Success,CUST150867,Mini,Kanakapura Road,Koramangala,8.25,4.97,0,,0,,0,,959,26.74,4.1,4
2/25/2025,3:01:40,CNR8537054113,Success,CUST282788,Prime SUV,Kanakapura Road,Banashankari,9.82,10.98,0,,0,,0,,405,26.8,4.4,4.1
2/13/2025,2:00:38,CNR3700738724,Incomplete,CUST739961,Auto,RT Nagar,Bellandur,0,0,0,,0,,1,Other Issue,0,0,0,0
2/27/2025,13:57:40,CNR1936815752,Incomplete,CUST200966,Bike,HBR Layout,BTM Layout,0,0,0,,0,,1,Vehicle Breakdown,0,0,0,0
2/1/2025,6:24:48,CNR1268755126,Success,CUST395814,Auto,Sarjapur,HSR Layout,5.91,13.32,0,,0,,0,,136,17.98,3.6,3.9
2/16/2025,11:12:19,CNR3021111161,Success,CUST689281,Prime Plus,Rajajinagar,Koramangala,9.42,12.42,0,,0,,0,,1138,22.45,4,4.3
2/6/2025,14:55:03,CNR6055289395,Success,CUST274720,Prime SUV,Marathahalli,Basaveshwaranagar,8.37,11.54,0,,0,,0,,851,8.01,4.6,4
2/4/2025,15:32:13,CNR7862348102,Success,CUST623605,Auto,Koramangala,Kadubeesanahalli,2.03,13.03,0,,0,,0,,162,12.88,3.7,3.8
2/23/2025,8:09:51,CNR5255088066,Success,CUST219139,Mini,Kaggadasapura,Sadashivanagar,4.92,12.48,0,,0,,0,,419,20.76,4.5,4.2
2/21/2025,12:01:05,CNR2362030221,Cancelled by Driver,CUST815526,Prime Sedan,Kanakapura Road,Bellandur,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/2/2025,15:11:49,CNR6578877669,Cancelled by Driver,CUST549045,eBike,Hulimavu,Bannerghatta Road,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/1/2025,15:08:05,CNR2116097373,Success,CUST631694,Auto,Banaswadi,Banashankari,2,13.42,0,,0,,0,,115,8.54,4.3,4
2/28/2025,20:25:49,CNR4851053180,Success,CUST981703,eBike,Hoodi,Vijayanagar,7.08,14.3,0,,0,,0,,434,26.36,4.1,5
2/21/2025,11:19:05,CNR5350917032,Success,CUST864249,Mini,Domlur,Shivajinagar,7.76,14.24,0,,0,,0,,196,14.07,4.2,4.4
2/16/2025,2:49:10,CNR3454526596,Success,CUST280007,Mini,MG Road,Sahakar Nagar,10,7.24,0,,0,,0,,758,8.78,4.1,4.1
2/6/2025,1:22:29,CNR2871161445,Cancelled by Driver,CUST939069,Bike,Bommasandra,Domlur,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/21/2025,11:48:25,CNR8668189754,Incomplete,CUST396499,Mini,Richmond Town,Basavanagudi,0,0,0,,0,,1,Vehicle Breakdown,0,0,0,0
2/24/2025,15:12:08,CNR9957098418,Success,CUST541423,Bike,Koramangala,Indiranagar,6.24,13.06,0,,0,,0,,404,23,3.5,4.6
2/16/2025,16:31:14,CNR6118922517,Success,CUST606352,Auto,Vijayanagar,Bommanahalli,7.18,3.43,0,,0,,0,,298,27.62,4.1,4.8
2/13/2025,2:37:28,CNR3622976001,Success,CUST381283,Bike,Frazer Town,HBR Layout,8.84,10.85,0,,0,,0,,646,14.21,4.7,4.3
2/7/2025,4:36:38,CNR5863794674,Success,CUST222383,Bike,BTM Layout,Banaswadi,3.55,10.91,0,,0,,0,,497,3.76,3.8,4.7
2/10/2025,13:26:53,CNR9915472757,Success,CUST661803,eBike,Majestic,Girinagar,7.99,6.39,0,,0,,0,,438,28.37,4.3,4.6
2/25/2025,17:40:28,CNR9849373486,Success,CUST578277,Prime Plus,MG Road,Bommanahalli,9.47,11.28,0,,0,,0,,386,9.57,3.7,4.3
2/28/2025,8:26:28,CNR2109977768,Success,CUST664898,eBike,Hoodi,Indiranagar,7.34,9.78,0,,0,,0,,284,3.99,4.3,4
2/27/2025,6:34:50,CNR5136273732,Success,CUST531094,eBike,BTM Layout,Girinagar,8.54,14.75,0,,0,,0,,401,6.6,4.9,3.8
2/1/2025,22:04:45,CNR7357806379,Success,CUST675041,Prime SUV,Basavanagudi,Vasanth Nagar,8.67,7.14,0,,0,,0,,109,16.22,4.5,4
2/24/2025,0:21:03,CNR8422060482,Incomplete,CUST180446,Prime SUV,Ulsoor,Bommasandra,0,0,0,,0,,1,Customer Demand,0,0,0,0
2/18/2025,20:14:19,CNR2966957063,Cancelled by Driver,CUST110317,Bike,Hoodi,Indiranagar,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/10/2025,20:12:34,CNR7449651970,Success,CUST251375,Bike,Kadubeesanahalli,Kammanahalli,2.11,3.97,0,,0,,0,,795,28.68,3.6,4.3
2/28/2025,21:39:18,CNR3304550588,Success,CUST753029,Prime SUV,Kadubeesanahalli,Banaswadi,3.89,5.02,0,,0,,0,,215,7.44,3.9,4.7
2/11/2025,1:05:15,CNR1586924763,Success,CUST182662,Prime Plus,Kaggadasapura,KR Puram,7.05,13.48,0,,0,,0,,840,18.61,4.9,4.4
2/13/2025,8:39:00,CNR1078487904,Cancelled by Driver,CUST390574,Mini,Ulsoor,Basaveshwaranagar,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/1/2025,15:10:00,CNR3130157970,Cancelled by Driver,CUST315789,Prime Sedan,Sarjapur,Sahakar Nagar,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/19/2025,1:59:19,CNR3168850478,Success,CUST423599,Prime Sedan,Vasanth Nagar,Yelahanka,7.99,5.28,0,,0,,0,,258,21.23,4.8,4.7
2/13/2025,11:39:14,CNR5483186785,Success,CUST221068,Mini,Jakkur,Hoodi,5.27,4.48,0,,0,,0,,343,5.47,3.6,4
2/12/2025,4:16:27,CNR7378916992,Cancelled by Driver,CUST577539,Auto,Jakkur,Ulsoor,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/16/2025,3:18:08,CNR3461549443,Success,CUST476232,eBike,Vijayanagar,Marathahalli,2.39,10.59,0,,0,,0,,456,7.25,4.3,4.6
2/4/2025,13:18:21,CNR7642439170,Success,CUST408604,Prime SUV,Ulsoor,Marathahalli,8.67,10.78,0,,0,,0,,630,5.97,4.3,4.5
2/25/2025,21:08:06,CNR6435662370,Success,CUST397804,Auto,Shivajinagar,Hebbal,4.09,4.47,0,,0,,0,,944,10.64,3.9,4.5
2/8/2025,15:47:43,CNR1942389987,Success,CUST687364,Prime Sedan,Jakkur,Kammanahalli,8.73,10.77,0,,0,,0,,876,2.45,3.9,4.4
2/26/2025,5:21:28,CNR4008982283,Success,CUST854535,Prime Sedan,Bellandur,Basavanagudi,8.46,5.23,0,,0,,0,,581,23.74,4.3,3.7
2/19/2025,14:44:20,CNR2154505943,Success,CUST148707,Bike,Whitefield,Electronic City,9.88,4.23,0,,0,,0,,125,3.15,4.9,4.6
2/4/2025,14:15:17,CNR5918341174,Success,CUST618265,Bike,Kammanahalli,Banaswadi,8.03,9.44,0,,0,,0,,233,11.59,4,3.6
2/21/2025,9:52:38,CNR5834337770,Success,CUST197314,Bike,Kengeri,HSR Layout,2.09,13.32,0,,0,,0,,544,23.67,3.8,4.2
2/10/2025,1:23:45,CNR7968825703,Success,CUST229037,eBike,Kadubeesanahalli,Indiranagar,8.37,6.16,0,,0,,0,,325,5.12,4.8,4.4
2/25/2025,7:18:23,CNR2524464032,Success,CUST149655,Bike,Jayanagar,Jayanagar,9.32,8.74,0,,0,,0,,575,19.8,4.4,5
2/15/2025,8:31:50,CNR1318550749,Success,CUST765610,Bike,Kengeri,Girinagar,4.66,6.3,0,,0,,0,,474,8.99,4.9,4.5
2/13/2025,2:03:39,CNR1922010359,Success,CUST132449,Mini,Indiranagar,Electronic City,8.15,12.46,0,,0,,0,,139,7.89,3.7,4.9
2/25/2025,0:17:42,CNR5997140781,Incomplete,CUST997542,Mini,Kanakapura Road,Sarjapur,0,0,0,,0,,1,Customer Demand,0,0,0,0
2/26/2025,20:36:21,CNR6844683412,Success,CUST336139,Prime Plus,Bommasandra,Koramangala,2.93,9.82,0,,0,,0,,412,28.9,3.8,4.5
2/12/2025,11:39:23,CNR5637327950,Cancelled by Driver,CUST723238,Prime SUV,HSR Layout,Frazer Town,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/21/2025,3:20:02,CNR1526276417,Success,CUST389050,Prime Plus,Hebbal,Hosakerehalli,9.54,5.04,0,,0,,0,,213,5.11,4.1,4.1
2/24/2025,1:54:22,CNR9622878957,Success,CUST958077,Prime Plus,Majestic,Nagawara,5.37,14.31,0,,0,,0,,652,11.74,4.2,4.1
2/13/2025,9:08:37,CNR5698286707,Success,CUST460157,Bike,Shivajinagar,Hulimavu,3.81,3.29,0,,0,,0,,2008,14.66,4.5,4.8
2/2/2025,8:16:43,CNR7656661228,Success,CUST912505,Prime SUV,Ulsoor,Sarjapur,6.33,6.16,0,,0,,0,,178,24.42,4.8,4.1
2/9/2025,14:47:57,CNR7125409900,Cancelled by Driver,CUST472275,Prime SUV,Hulimavu,Basavanagudi,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/21/2025,0:29:10,CNR1467621562,Cancelled by Customer,CUST122502,Bike,Kengeri,Koramangala,0,0,1,Driver asked to cancel,0,,0,,0,0,0,0
2/8/2025,20:40:50,CNR8687135897,Cancelled by Driver,CUST838961,Prime Sedan,Rajajinagar,Kanakapura Road,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/11/2025,21:35:32,CNR8892532030,Incomplete,CUST271743,Auto,Richmond Town,RT Nagar,0,0,0,,0,,1,Other Issue,0,0,0,0
2/6/2025,23:10:21,CNR9573324633,Success,CUST703803,Prime Plus,Ulsoor,Bellandur,5.46,6.57,0,,0,,0,,313,6.46,3.9,4.1
2/18/2025,13:01:31,CNR1538354201,Success,CUST737889,Prime Plus,Domlur,Hebbal,8.67,6.42,0,,0,,0,,306,19.88,4,4.2
2/7/2025,22:17:44,CNR4546091752,Success,CUST556891,Mini,Sarjapur,Cunningham Road,4.58,9.08,0,,0,,0,,487,15.32,4.2,4.6
2/10/2025,10:28:38,CNR9006860612,Success,CUST825780,Prime SUV,Bommanahalli,Girinagar,5.09,13.87,0,,0,,0,,739,27.29,4.5,4.3
2/13/2025,2:42:17,CNR6187906944,Success,CUST134698,Mini,Kaggadasapura,Ulsoor,2.14,13.71,0,,0,,0,,376,25.91,4.9,4.3
2/16/2025,23:57:14,CNR8616250978,Cancelled by Driver,CUST987623,Prime Sedan,Hulimavu,Bellandur,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/16/2025,4:03:06,CNR1979804228,Success,CUST538263,eBike,Hoodi,Whitefield,5.69,5.37,0,,0,,0,,173,10.74,5,4.7
2/28/2025,15:37:29,CNR6906466236,Cancelled by Driver,CUST564951,eBike,Marathahalli,Jayanagar,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/14/2025,12:59:26,CNR2509591237,Success,CUST605154,Mini,JP Nagar,Domlur,5.78,11.79,0,,0,,0,,606,4.1,3.9,3.8
2/17/2025,19:23:26,CNR5788765654,Cancelled by Driver,CUST266217,Prime Plus,Basaveshwaranagar,HSR Layout,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/7/2025,20:40:08,CNR1496552371,Success,CUST649828,Prime Sedan,Hoodi,Sadashivanagar,2.84,7.04,0,,0,,0,,969,6.66,4.8,4.7
2/26/2025,10:07:39,CNR7583440018,Success,CUST212634,Auto,Cunningham Road,Bellandur,6.7,14.22,0,,0,,0,,408,7.24,3.7,4.2
2/4/2025,23:07:50,CNR7898669116,Success,CUST857103,Mini,Hulimavu,Frazer Town,8.09,13.03,0,,0,,0,,674,16.73,4.8,5
2/8/2025,23:02:06,CNR7012071180,Cancelled by Driver,CUST203099,Bike,Banaswadi,Shivajinagar,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/4/2025,8:37:00,CNR9741119667,Success,CUST678713,Prime Sedan,HBR Layout,Kadubeesanahalli,8.83,5.92,0,,0,,0,,149,14.02,4.1,4.5
2/27/2025,16:02:39,CNR6108231159,Cancelled by Customer,CUST389205,Prime Plus,Marathahalli,Bommanahalli,0,0,1,Change of plans,0,,0,,0,0,0,0
2/16/2025,8:52:20,CNR9206475493,Success,CUST734872,Prime SUV,Malleshwaram,Kaggadasapura,8.52,4.59,0,,0,,0,,554,19.86,4.3,4.4
2/3/2025,8:36:39,CNR8596501572,Success,CUST331600,Prime Plus,Shivajinagar,Shivajinagar,8.13,13.45,0,,0,,0,,184,5.81,3.7,3.9
2/22/2025,22:04:56,CNR5596184638,Success,CUST170726,Bike,Nagawara,Sahakar Nagar,9.06,5.19,0,,0,,0,,444,26.49,4.9,4.6
2/15/2025,18:25:24,CNR4867082788,Success,CUST498064,Prime Sedan,Indiranagar,Koramangala,4.97,9.53,0,,0,,0,,534,6.73,4.6,4
2/1/2025,2:48:26,CNR6880289527,Success,CUST213908,Bike,Lavelle Road,Malleshwaram,5.45,14.98,0,,0,,0,,243,26.76,4.5,4.9
2/23/2025,4:25:56,CNR9456799920,Success,CUST156100,Bike,Vasanth Nagar,Hoodi,2.79,11.93,0,,0,,0,,187,17.55,4.5,3.6
2/18/2025,10:37:09,CNR9332823007,Success,CUST458755,Prime Plus,Banashankari,MG Road,4.12,7.17,0,,0,,0,,401,26.44,4.3,3.9
2/25/2025,13:43:18,CNR8250963390,Cancelled by Driver,CUST250966,eBike,Bommasandra,Hebbal,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/22/2025,14:53:03,CNR4157896389,Success,CUST981887,Prime Plus,Malleshwaram,Shivajinagar,3.02,6.76,0,,0,,0,,158,18.45,4.5,3.7
2/1/2025,0:00:51,CNR7830731878,Success,CUST388328,Bike,Koramangala,Banaswadi,4.38,6.46,0,,0,,0,,521,5.24,4.7,4.1
2/20/2025,21:41:33,CNR2322974090,Success,CUST817765,Bike,Hulimavu,BTM Layout,3.54,13.39,0,,0,,0,,454,9.51,4.9,4.2
2/11/2025,8:24:53,CNR8674069071,Success,CUST610627,Auto,Hennur,Banaswadi,2.01,13.08,0,,0,,0,,115,28.5,4.2,4.7
2/19/2025,17:53:38,CNR1477324164,Success,CUST134243,Mini,Kammanahalli,Banashankari,6.26,13.21,0,,0,,0,,153,16.18,4,4.3
2/28/2025,18:42:35,CNR4201678703,Cancelled by Customer,CUST561557,Prime SUV,Kengeri,Bommasandra,0,0,1,Wrong Address,0,,0,,0,0,0,0
2/1/2025,8:57:43,CNR8043289381,Cancelled by Customer,CUST329480,Mini,Sadashivanagar,Shivajinagar,0,0,1,Change of plans,0,,0,,0,0,0,0
2/12/2025,20:32:44,CNR4076491583,Success,CUST220990,Auto,Hosakerehalli,Hoodi,3.94,11.88,0,,0,,0,,417,7.9,3.7,4.2
2/26/2025,2:16:22,CNR6565001267,Success,CUST518443,eBike,Hosakerehalli,Hennur,5.62,12.77,0,,0,,0,,353,26.55,4.1,4.9
2/28/2025,12:38:44,CNR6111696335,Cancelled by Driver,CUST212514,Prime SUV,Cunningham Road,Basavanagudi,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/5/2025,21:59:18,CNR6001572638,Cancelled by Customer,CUST230181,eBike,Basaveshwaranagar,Sadashivanagar,0,0,1,Change of plans,0,,0,,0,0,0,0
2/22/2025,23:47:10,CNR9504726814,Success,CUST896713,Prime SUV,Sahakar Nagar,Whitefield,9.98,6.86,0,,0,,0,,429,19.92,4.5,4.7
2/6/2025,9:05:46,CNR9385195632,Success,CUST915568,Prime Plus,Banaswadi,Kengeri,8.24,5.63,0,,0,,0,,700,24.57,3.9,4.2
2/20/2025,18:44:16,CNR7888912025,Success,CUST768986,Auto,HBR Layout,HSR Layout,8.03,14.96,0,,0,,0,,395,25.91,4.8,4.5
2/8/2025,5:13:08,CNR5130380604,Success,CUST412263,Auto,Nagawara,Rajajinagar,7.61,10.19,0,,0,,0,,992,28.04,4,4.2
2/18/2025,22:26:07,CNR6327494543,Cancelled by Customer,CUST521424,Prime SUV,Domlur,BTM Layout,0,0,1,Driver is not moving towards pickup location,0,,0,,0,0,0,0
2/26/2025,9:03:22,CNR8393512794,Success,CUST245631,Mini,Majestic,Domlur,3.79,7.95,0,,0,,0,,247,27.59,4.7,4.3
2/16/2025,15:24:21,CNR4402413832,Cancelled by Driver,CUST535422,eBike,Hulimavu,Vijayanagar,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/11/2025,5:10:30,CNR8207040839,Success,CUST352539,Bike,Lavelle Road,Bannerghatta Road,7.58,10.28,0,,0,,0,,141,20.66,4.5,4.2
2/24/2025,12:44:26,CNR2869530643,Success,CUST241365,eBike,Basavanagudi,Richmond Town,6.82,14.79,0,,0,,0,,212,14.55,4.8,4.1
2/27/2025,1:12:33,CNR1519383425,Cancelled by Driver,CUST384907,Prime Sedan,Hoodi,Whitefield,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/10/2025,21:15:06,CNR8888805381,Cancelled by Driver,CUST289841,Prime Sedan,Kengeri,Jakkur,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/14/2025,9:38:35,CNR8703011846,Success,CUST779291,Prime Plus,Domlur,Electronic City,2.63,13.59,0,,0,,0,,759,25.22,4.3,4.7
2/27/2025,18:31:22,CNR5347280188,Success,CUST282192,Bike,Sarjapur,Majestic,9.69,3.72,0,,0,,0,,285,26.03,4.1,4.4
2/15/2025,6:31:28,CNR4433719731,Success,CUST182879,Prime Plus,Vijayanagar,Sarjapur,6.27,14.57,0,,0,,0,,314,15.07,4.1,4.1
2/22/2025,1:28:50,CNR7348308547,Cancelled by Driver,CUST607707,Prime Plus,BTM Layout,Banaswadi,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/7/2025,7:25:22,CNR6007629546,Cancelled by Driver,CUST187116,Prime Sedan,Malleshwaram,Vijayanagar,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/15/2025,23:35:53,CNR8886453325,Success,CUST131768,Mini,Hosakerehalli,Sadashivanagar,7.61,9.42,0,,0,,0,,493,19.78,3.9,4.5
2/8/2025,5:55:21,CNR3503905850,Success,CUST785528,Mini,Electronic City,KR Puram,8.15,12.54,0,,0,,0,,466,8.29,4.1,3.6
2/13/2025,18:55:54,CNR5343645636,Success,CUST583619,Auto,Kaggadasapura,Koramangala,2.73,5.87,0,,0,,0,,871,20.9,4.2,4.8
2/21/2025,5:22:49,CNR1683760512,Cancelled by Driver,CUST106611,Prime Plus,KR Puram,Hulimavu,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/17/2025,12:20:27,CNR1935686047,Success,CUST428447,Prime Plus,HBR Layout,HBR Layout,9.88,4.02,0,,0,,0,,789,23.65,4,4.7
2/5/2025,0:17:40,CNR8189829529,Success,CUST218078,eBike,Frazer Town,Indiranagar,4.2,8.34,0,,0,,0,,609,16.52,4,3.8
2/13/2025,2:24:51,CNR1581663867,Success,CUST822270,Mini,Vijayanagar,KR Puram,2.56,9.97,0,,0,,0,,456,25.07,4.2,3.8
2/2/2025,3:28:25,CNR9612758536,Success,CUST675372,Prime Sedan,Hulimavu,HSR Layout,3.69,7.76,0,,0,,0,,502,15.4,4,3.6
2/17/2025,21:40:51,CNR6659731388,Success,CUST966157,Prime Sedan,Majestic,Koramangala,9.85,8.56,0,,0,,0,,625,7.67,4.7,3.8
2/7/2025,22:21:18,CNR7706178914,Success,CUST939224,eBike,Lavelle Road,Hennur,2.29,11.64,0,,0,,0,,409,25.8,4.2,4.1
2/20/2025,1:22:12,CNR7672582300,Cancelled by Driver,CUST286319,Prime Sedan,BTM Layout,Kanakapura Road,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/20/2025,19:25:14,CNR7702118667,Cancelled by Customer,CUST916703,Prime Plus,HSR Layout,Jayanagar,0,0,1,Change of plans,0,,0,,0,0,0,0
2/15/2025,8:07:00,CNR4172087388,Success,CUST119546,Auto,Bellandur,Yelahanka,2.26,3.63,0,,0,,0,,816,17.2,3.6,4.7
2/6/2025,7:43:45,CNR9219193442,Success,CUST350279,Bike,Domlur,Sadashivanagar,4.22,7.36,0,,0,,0,,260,8.67,3.6,3.6
2/5/2025,10:56:25,CNR1956402285,Success,CUST902546,Prime Plus,Girinagar,Indiranagar,8.2,8.24,0,,0,,0,,217,19.91,4.8,4.7
2/16/2025,14:31:32,CNR3046493004,Success,CUST400764,Mini,Vijayanagar,Domlur,4.31,14.75,0,,0,,0,,758,28.02,3.6,4.2
2/8/2025,14:27:29,CNR8866049290,Success,CUST790495,Auto,Sahakar Nagar,Shivajinagar,3.85,3.42,0,,0,,0,,264,15.05,4.8,3.6
2/1/2025,13:01:03,CNR4366942998,Cancelled by Driver,CUST238869,Mini,Hennur,Sarjapur,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/14/2025,11:54:29,CNR7312262835,Success,CUST400805,Prime SUV,HBR Layout,Malleshwaram,6.16,13.21,0,,0,,0,,225,23.63,4.1,4.9
2/22/2025,9:14:49,CNR8841876932,Success,CUST302789,Auto,Indiranagar,BTM Layout,6.69,9.55,0,,0,,0,,847,26.67,4.9,4
2/10/2025,5:29:15,CNR8335040695,Success,CUST947017,Auto,HSR Layout,Nagawara,9.93,3.97,0,,0,,0,,149,21.93,4.1,4.5
2/16/2025,2:25:44,CNR9343665980,Cancelled by Customer,CUST636318,Bike,BTM Layout,Bellandur,0,0,1,Driver is not moving towards pickup location,0,,0,,0,0,0,0
2/26/2025,5:57:22,CNR7008698045,Success,CUST955688,eBike,Kaggadasapura,Hulimavu,4.79,4.02,0,,0,,0,,480,2.71,3.7,4.4
2/26/2025,7:10:27,CNR6544660609,Success,CUST782319,Auto,BTM Layout,Whitefield,2.18,6.5,0,,0,,0,,346,27.05,4.3,5
2/17/2025,19:15:42,CNR1388040536,Success,CUST219934,Auto,HBR Layout,Richmond Town,5.85,4.18,0,,0,,0,,591,13.39,3.5,4.1
2/23/2025,3:31:02,CNR8863461695,Success,CUST621765,Bike,Basaveshwaranagar,Shivajinagar,5.66,3.85,0,,0,,0,,351,29.98,3.7,5
2/5/2025,8:27:45,CNR6073937007,Cancelled by Driver,CUST736070,Auto,Bommanahalli,Kanakapura Road,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/22/2025,13:49:53,CNR2949163849,Success,CUST303643,Bike,Basaveshwaranagar,Sahakar Nagar,9.38,3.93,0,,0,,0,,428,16.6,4.2,5
2/7/2025,16:35:03,CNR8228496751,Success,CUST403558,Prime SUV,RT Nagar,Kadubeesanahalli,6.74,5.34,0,,0,,0,,515,6.68,4.3,4
2/21/2025,15:49:16,CNR6357228068,Cancelled by Driver,CUST430668,eBike,Ulsoor,BTM Layout,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/28/2025,23:23:20,CNR2948797516,Success,CUST176575,eBike,Bommanahalli,Yelahanka,9.36,5.49,0,,0,,0,,199,23.1,3.5,4.7
2/19/2025,6:41:50,CNR2827848883,Cancelled by Customer,CUST361998,Prime SUV,Cunningham Road,Hennur,0,0,1,Driver asked to cancel,0,,0,,0,0,0,0
2/22/2025,7:57:42,CNR8148476863,Success,CUST765502,Auto,BTM Layout,Sahakar Nagar,2.72,14.08,0,,0,,0,,233,11.91,4.8,4.5
2/12/2025,12:56:53,CNR4330177041,Cancelled by Driver,CUST275599,Prime Plus,JP Nagar,Electronic City,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/23/2025,16:26:34,CNR2041000371,Cancelled by Driver,CUST607672,Prime Sedan,Marathahalli,Majestic,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/2/2025,15:21:39,CNR3242754345,Incomplete,CUST520603,eBike,Hebbal,Kanakapura Road,0,0,0,,0,,1,Customer Demand,0,0,0,0
2/21/2025,22:36:42,CNR8337320497,Success,CUST333719,Prime SUV,Girinagar,Indiranagar,8.91,7.33,0,,0,,0,,800,13.94,3.7,4.4
2/17/2025,2:29:02,CNR6849397011,Cancelled by Customer,CUST676332,Mini,Shivajinagar,Richmond Town,0,0,1,Driver is not moving towards pickup location,0,,0,,0,0,0,0
2/2/2025,9:14:04,CNR5976899437,Success,CUST951292,Auto,Ulsoor,Vasanth Nagar,7.58,4.72,0,,0,,0,,342,19.4,4.8,4.3
